Neuron Name,SKID,SKID in V14?,Classification,DN Type,Status,DT Hemisphere,Soma Hemisphere,ID,Annotations
Google: 8417763761 JK,211042380,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab']"
Google: 8417125500 JK,211058589,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 8417123916 JK,211060677,,putative DNp16/17,DNp,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['Published in Namiki 2018', 'right DT', 'DNp', 'Identified DN', 'putative_DNp16/17', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
neuron 7877664 JSP,211783455,,DNp03,DNp,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNp03', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'DN_Autoseg_Exploration', 'Heterolateral', 'PCBR', 'Descending Neuron', 'RIGHT HEMISPHERE', 'Bilateral', 'Sensorimotor', 'CAT-Ongoing', 'CardLab']"
Google: 6479249999 ET,211951560,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 11', 'DNg', 'CAT-Ongoing', 'Unidentified DN', 'right DT', 'midLine', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab']"
Google: 5430049368 JK,212148024,,DNg type 33,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['DNg type 33', 'Typed DN', 'posterior soma', 'Unidentified DN', 'DNg', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6341124555 ET,212441247,,,DNg,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['Descending Neuron', 'Bilateral', 'right DT', 'LEFT HEMISPHERE', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'Unidentified DN', 'DNg', 'CardLab']"
Google: 3462053622,214876407,,DNg type 37,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 37', 'Unidentified DN', 'DNg', 'Descending Neuron', 'right DT', 'RIGHT HEMISPHERE']"
Google: 4758273128 JK,214941267,,,DNp,Complete,Right,RIGHT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'Unidentified DN', 'DNp', 'right DT', 'RIGHT HEMISPHERE', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Google: 6867562996 JK,216161064,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 3', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6740286095 JK,216361185,,DNg type 3,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['right DT', 'DNg', 'Typed DN', 'Unidentified DN', 'DNg type 3', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Google: 6740930483 ET,216367191,,DNg type 11,DNg,Complete,Right,midLine,Typed DN,"['Typed DN', 'DNg type 11', 'right DT', 'Unidentified DN', 'midLine', 'DNg', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Google: 3970770188 JK,216566769,,,DNp,Complete,Right,midLine,Unidentified DN,"['DNp', 'midLine', 'right DT', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron', 'CAT-Ongoing', 'Unidentified DN']"
Neuron 216968984 tALT left La Grosse Cellule Left GF2? DB Descending?,216968983,,DNp32,DNp,Complete,Left,LEFT HEMISPHERE,Identified DN,"['DNp32', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'Merged: La Grosse Cellule Left GF2? DB']"
Neuron 216974241,216974240,,DNp24,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,Identified DN,"['right DT', 'Published in Namiki 2018', 'Identified DN', 'DNp24', 'duplicate - auto', 'RIGHT HEMISPHERE', 'DNp', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Neuron 217233513,217233512,,DNg type 15,DNg,duplicate - manual,Right,LEFT HEMISPHERE,Typed DN,"['DNg type 15', 'Typed DN', 'right DT', 'LEFT HEMISPHERE', 'duplicate - manual', 'Unidentified DN', 'DNg', 'Descending Neuron']"
Neuron 217290168 JK,217290167,,DNg type 27,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 27', 'right DT', 'DNg', 'Unidentified DN', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
DNa07 Neuron 217290847 ET,217290846,,DNa07,DNa,Complete,Right,RIGHT HEMISPHERE,Identified DN,"['DNa07', 'Published in Namiki 2018', 'right DT', 'DNa', 'Identified DN', 'DN_Autoseg_Exploration', 'CardLab', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing']"
putative DNp23 neuron 217301279 ET,217301278,,DNp23,DNp,Complete,Right,LEFT HEMISPHERE,Identified DN,"['DNp23', 'Published in Namiki 2018', 'Identified DN', 'LEFT HEMISPHERE', 'CardLab', 'Descending Neuron', 'Bilateral', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'right DT', 'DNp']"
DNp28 neuron 10038183 GMC ET,217310750,,DNp28,DNp,Complete,Left,RIGHT HEMISPHERE,Identified DN,"['DNp28', 'Published in Namiki 2018', 'left DT', 'DNp', 'Identified DN', 'DN_Autoseg_Exploration', 'Descending Neuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab']"
DNa04 Neuron 217312055 ET,217312054,,DNa04,DNa,duplicate - auto,Left,LEFT HEMISPHERE,Identified DN,"['DNa04', 'Published in Namiki 2018', 'duplicate - auto', 'left DT', 'DNa', 'LEFT HEMISPHERE', 'Identified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab']"
Neuron 217325587 ET JK,217325586,,DNp type 24,DNp,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNp type 24', 'right DT', 'DNp', 'Unidentified DN', 'RIGHT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Neuron 217338382,217338381,,,DNp,Complete,Right,LEFT HEMISPHERE,Miscellaneous DNp,"['miscellaneous DNp', 'right DT', 'Unidentified DN', 'DNp', 'DN_Autoseg_Exploration', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Neuron 217343875 ET,217343874,,,DNg,Complete,Left,midLine,Miscellaneous DNg,"['miscellaneous DNg', 'left DT', 'DNg', 'Unidentified DN', 'midLine', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Neuron 217347331 ET,217347330,,DNg type 6,DNg,Complete,Right,RIGHT HEMISPHERE,Typed DN,"['DNg type 6', 'Typed DN', 'RIGHT HEMISPHERE', 'DNg', 'right DT', 'CAT-Ongoing', 'Unidentified DN', 'CardLab', 'Descending Neuron']"
Neuron 217347544 JK,217347543,,,DNg,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'posterior soma', 'DNg', 'LEFT HEMISPHERE', 'left DT', 'Unidentified DN', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Neuron 217359524 ET,217359523,,DNp type 16,DNp,Complete,Right,LEFT HEMISPHERE,Typed DN,"['LEFT HEMISPHERE', 'Typed DN', 'right DT', 'DNp type 16', 'Bilateral', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'DN_Autoseg_Exploration', 'CardLab', 'DNp']"
Neuron 217381919 JK,217381918,,DNg type 30,DNg,Complete,Right,LEFT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 30', 'medial soma', 'Unidentified DN', 'DN_Autoseg_Exploration', 'DNg', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Neuron 217408082 JK,217408081,,DNp09,DNp,duplicate - auto,Right,RIGHT HEMISPHERE,,"['DNp09', 'duplicate - auto', 'DNp', 'right DT', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'Descending Neuron']"
Neuron 217411793 ET,217411792,,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['RIGHT HEMISPHERE', 'miscellaneous DNb', 'right DT', 'Unidentified DN', 'DNb', 'DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Descending Neuron']"
Neuron 217422649,217422648,,,DNg,duplicate - auto,Right,LEFT HEMISPHERE,Miscellaneous DNg,"['miscellaneous DNg', 'duplicate - auto', 'Unidentified DN', 'DNg', 'right DT', 'LEFT HEMISPHERE', 'Descending Neuron', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Neuron 217425930,217425929,,,DNb,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['miscellaneous DNb', 'Unidentified DN', 'DNb', 'RIGHT HEMISPHERE', 'right DT', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
Neuron 217428339,217428338,,DNg type 27,DNg,Complete,Left,RIGHT HEMISPHERE,Typed DN,"['Typed DN', 'DNg type 27', 'left DT', 'RIGHT HEMISPHERE', 'DNg', 'Unidentified DN', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration']"
Neuron 217437074,217437073,,DNp50,DNp,duplicate - manual,Right,midLine,Identified DN,"['Downstream of aIP-g', 'pMP8 Output', 'Connected to pMP8', 'Upstream of aIP-g', 'right DT', 'neuron 11475060 ET', 'midLine', 'Identified DN', 'Hiro_Dropbox_DNs', 'duplicate - manual', 'DNp50', 'DNp', 'DN Exploration', 'DicksonLab', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'Card_DN_Exploration', 'Bilateral']"
Neuron 217450058 ET,217450057,,,DNp,Complete,Right,LEFT HEMISPHERE,Unidentified DN,"['DNp', 'Descending Neuron', 'Unidentified DN', 'LEFT HEMISPHERE', 'Bilateral', 'Optic Lobe', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'right DT']"
Neuron 217450452 JK,217450451,,,DNp,Complete,Left,LEFT HEMISPHERE,Miscellaneous DNp,"['Descending Neuron', 'miscellaneous DNp', 'Unidentified DN', 'left DT', 'LEFT HEMISPHERE', 'DNp', 'DN_Autoseg_Exploration', 'CardLab', 'CAT-Ongoing']"
Neuron 217475275,217475274,,,DNg,Complete,Right,RIGHT HEMISPHERE,Unidentified DN,"['DN_Autoseg_Exploration', 'CAT-Ongoing', 'CardLab', 'Unidentified DN', 'DNg', 'right DT', 'RIGHT HEMISPHERE', 'Descending Neuron']"
Neuron 217479614 JK,217479613,,,DNg,Complete,Left,midLine,Unidentified DN,"['Unidentified DN', 'midLine', 'DNg', 'left DT', 'Descending Neuron', 'CardLab', 'CAT-Ongoing']"
DNb01 neuron 217497957 ET,217497956,,DNb01,,Complete,check DT,RIGHT HEMISPHERE,Identified DN,"['check DT', 'Identified DN', 'Published in Namiki 2018', 'Descending Neuron', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'RIGHT HEMISPHERE', 'DNb01', 'left DT']"
mAL upstream 4291070 KMS,4291069,True,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'Putative_Descending', 'right DT', 'Unidentified DN', 'FindSoma', 'mAL upstream fragment 2224319 KMS', 'SMP_upstream_PAM23', 'mAL upstream 4291070 KMS', 'aSP-g tract not aSP-g', 'mAL upstream 9117380 KMS', 'mAL contra upstream 3', 'mAL_notcomp_contra', 'mAL upstream', 'annotation:mAL_notcomp_contra', 'JefferisLab', 'SEZ PNs - sexually dimorphic circuit', 'NAMK_DANs_all', 'AJES_new_upstream_neurons', 'GD_y5_upstream_fragment_skids', 'mAL_comp_contra', 'mAL_proximal_ascending_upstream']"
neuron 11641333 ET,11641332,True,,,duplicate - manual,Right,FindSoma,,"['unclear FW', 'Putative_Descending', 'duplicate - manual', 'right DT', 'FindSoma', 'DN Exploration', 'CAT-Ongoing', 'CardLab', 'DN_Autoseg_Exploration', 'Card_DN_Exploration', 'Bilateral']"
LGC downstream 11784730 JS,11784729,True,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'Putative_Descending', 'right DT', 'Unidentified DN', 'FindSoma', 'JS_downstream_LGC_PED']"
Google: 6839511137 JK,96283620,,,,FindSoma,Left,FindSoma,,"['Putative_Descending', 'DN_Autoseg_Exploration', 'left DT', 'FindSoma', 'CAT-Ongoing', 'CardLab']"
Google: 4113399329 ET,208356384,,,,Putative_Ascending,Right,FindSoma,Unidentified DN,"['Putative_Ascending', 'no FW soma', 'Putative_Descending', 'Unidentified DN', 'right DT', 'Bilateral', 'CardLab', 'DN_Autoseg_Exploration', 'FindSoma']"
Google: 8424806048 ET,213537852,,,,no FW soma,Right,FindSoma,Unidentified DN,"['no FW soma', 'right DT', 'Unidentified DN', 'CAT-Ongoing', 'FindSoma', 'DN_Autoseg_Exploration', 'Putative_Descending', 'CardLab']"
