Neuron Name,skeletonID,GF1 Synapse Count,annotations
GF input neuron 6872937 SMA - unclassified type fragment,6872936,1,"['GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'Input to GF1 anterior', 'Neuron Fragment', 'Halted Neuron', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'Unclassified GF input neuron - Fragment', 'SAD']"
GF input neuron 6873541 SMA - unclassified type 24e,6873540,3,"['Merged: Autoseg 217469592 HC', 'Merged: neuron 16560492 HC (Google: 4636666204)', 'v14-seg-li-190805.0 upload card_lab', 'Import', 'GF1 input neuron', 'Hartenstein_Lineage: BAlv', 'Ipsilateral', 'CardLab', 'WED_R', 'secondary_auditory_interneurons', 'Input to GF1 anterior', 'ItoLee_Lineage: WEDa1', 'Unclassified GF input neuron - type 24e', 'RIGHT HEMISPHERE', 'Hartenstein_Hemilineage: Balv_dorsal', 'Unilateral', 'local neuron', 'CAT-Ongoing', 'Lineage_annotated', 'Homolateral', 'BAlv R', 'ItoLee_Hemilineage: WEDa1_dorsal', 'presynaptic to JO', 'LCBR', 'BAlv', 'postsynaptic to JONeuron', 'type 24', 'AMMC_R', 'AVLP_R', 'SAD', 'Mechanosensory Interneuron']"
GF input neuron 6935685 JSP - unclassified type 37,6935684,33,"['Unclassified GF input neuron - type 37', 'CAT-Ongoing', 'dark cytosol', 'JONeuron', 'GF1 input neuron', 'CardLab', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'AMMC_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6964174 SMA - unclassified type 40,6964173,2,"['MX 12 L', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'LEFT HEMISPHERE', 'GF2 input neuron', 'Input to GF1 anterior', 'Input to GF2 anterior', 'Descending Neuron', 'Unclassified GF input neuron - type 40', 'in_connective_z_5565', 'GCBR', 'connectives', 'multiTract', 'SET-2', 'AMMC_R', 'GNG', 'SAD', 'AMMC_L', 'Bilateral', 'contralateral', 'Heterolateral', 'projection neuron']"
GF input neuron 6982745 JSP - unclassified type 37,6982744,1,"['CAT-Ongoing', 'RIGHT HEMISPHERE', 'dark cytosol', 'Input to GF1 anterior', 'GF1 input neuron', 'CardLab', 'Unclassified GF input neuron - type 37', 'JONeuron', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 6992233 SMA - unclassified type 39,6992232,4,"['Unilateral', 'CAT-Ongoing', 'projection neuron', 'ItoLee_Lineage: VLPl1', 'Homolateral', 'GF1 input neuron', 'Ipsilateral', 'CardLab', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 39', 'RIGHT HEMISPHERE', 'Merged: Google: 3460777438', 'Merged: Downstream of AHN 16459774 HC', 'Import', 'v14-seg-li-190805.0 upload card_lab', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLVa3', 'Hartenstein_Lineage: BLVa3', 'ItoLee_Hemilineage: VLPl1', 'postsynaptic to JONeuron', 'ACBR', 'secondary_auditory_interneurons', 'lACBR', 'AMMC_R', 'AVLP_R', 'GNG', 'SAD', 'WED_R', 'Mechanosensory Interneuron']"
GF input neuron 7034277 JSP - unclassified type 45,7034276,1,"['LB 7 R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Bilateral', 'CAT-Ongoing', 'Descending Neuron', 'CardLab', 'GCBR', 'Unclassified GF input neuron - type 45', 'in_connective_z_5565', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'connectives', 'SET-3', 'AMMC_R', 'GNG', 'SAD', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 7054110 JSP - unclassified type 34,7054109,2,"['MD 3 R', 'GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'GCBR', 'presynaptic to JO', 'Unclassified GF input neuron - type 34', 'postsynaptic to JONeuron', 'secondary_auditory_interneurons', 'AMMC_R', 'IPS_R', 'GNG', 'PLP_R', 'SAD', 'WED_R', 'projection neuron', 'Unilateral', 'Homolateral', 'Ipsilateral', 'Mechanosensory Interneuron']"
GF input neuron 7064035 JSP - unclassified type 107,7064034,1,"['GF1 input neuron', 'Input to GF1 anterior', 'Ascending Neuron', 'CardLab', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'in_connective_z_5565', 'connectives', 'Unclassified GF input neuron - Ascending', 'AMMC_R', 'GNG', 'SAD', 'VES_R', 'WED_R', 'Unilateral', 'Homolateral', 'projection neuron', 'Ipsilateral', 'Unclassified GF input neuron - type 107']"
GF input neuron 7067859 SMA - unclassified type 41,7067858,1,"['CAT-Ongoing', 'Unclassified GF input neuron - type 41', 'GF1 input neuron', 'LEFT HEMISPHERE', 'Bilateral', 'Input to GF1 anterior', 'LCBR', 'CardLab', 'SET-dorsal', 'SET-1', 'Non-Visual_Interneuron', 'AMMC_R', 'IPS_L', 'WED_L', 'SAD', 'VES_L', 'VES_R', 'WED_R', 'AMMC_L', 'contralateral', 'Heterolateral', 'projection neuron']"
GF input neuron 7083678 SMA - unclassified type 44,7083677,3,"['JO-DA#2', 'Paper: Hampel and Eichler et al 2020', 'JO-DA', 'locked', 'CardLab', 'RIGHT HEMISPHERE', 'dark cytosol', 'JO-D', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'JO after GoogleSeg', 'manually traced Kathi', 'JO test neurons', 'JONeuron', 'JO-CDEF_completed', 'JO-DS', 'for JO paper D', 'JO_paper_all', 'JO-DA_02*', 'JO-DA_2', 'JO_paper_D', 'JO-AP_BI/BO_DA_2', 'Kathi tracing complete', 'HampelSeedsLab', 'JO-C/D/E/F Kathi', 'For JO paper figure KE', 'for JO paper all', 'Kathi JO all', 'Unclassified GF input neuron - type 44', 'AMMC_R', 'GNG', 'SAD', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 7095412 SMA - unclassified type 44,7095411,6,"['JO-DA#3', 'Paper: Hampel and Eichler et al 2020', 'JO-DA', 'locked', 'GF1 input neuron', 'CAT-Ongoing', 'CardLab', 'Unclassified GF input neuron - type 44', 'dark cytosol', 'JO-D', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'JONeuron', 'JO after GoogleSeg', 'manually traced Kathi', 'JO test neurons', 'JO-CDEF_completed', 'JO-DS', 'for JO paper D', 'JO_paper_all', 'JO-DA_03*', 'JO-DA_3', 'JO_paper_D', 'JO-AP_BI/BO_DA_3', 'Kathi tracing complete', 'HampelSeedsLab', 'JO-C/D/E/F Kathi', 'For JO paper figure KE', 'for JO paper all', 'Kathi JO all', 'AMMC_R', 'GNG', 'SAD', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 7110830 SMA - unclassified type 37,7110829,2,"['CAT-Ongoing', 'Input to GF1 anterior', 'CardLab', 'Unclassified GF input neuron - type 37', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'JONeuron', 'AMMC_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7119608 SMA - unclassified type 39,7119607,2,"['Unilateral', 'CAT-Ongoing', 'projection neuron', 'ItoLee_Lineage: VLPl1', 'ACBR', 'Homolateral', 'GF1 input neuron', 'Ipsilateral', 'Input to GF1 anterior', 'Hartenstein_Lineage: BLVa3', 'Hartenstein_Hemilineage: BLVa3', 'Unclassified GF input neuron - type 39', 'RIGHT HEMISPHERE', 'Import', 'v14-seg-li-190805.0 upload card_lab', 'Lineage_annotated', 'ItoLee_Hemilineage: VLPl1', 'CardLab', 'secondary_auditory_interneurons', 'lACBR', 'AMMC_R', 'AVLP_R', 'GNG', 'SAD', 'WED_R', 'Mechanosensory Interneuron']"
GF input neuron 7119714 SMA - unclassified type 45,7119713,2,"['LB 7 R', 'CAT-Ongoing', 'in_connective_z_5565', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'GF1 input neuron', 'CardLab', 'RIGHT HEMISPHERE', 'GCBR', 'Descending Neuron', 'Input to GF1 anterior', 'Bilateral', 'Unclassified GF input neuron - type 45', 'connectives', 'SET-3', 'AMMC_R', 'GNG', 'IPS_R', 'SAD', 'WED_R', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 7164402 JSP - unclassified type 119,7164401,1,"['Hartenstein_Hemilineage: PVL15', 'Hartenstein_Lineage: primary', 'ItoLee_Hemilineage: PVL15', 'ItoLee_Lineage: embryonic', 'Green GF Inputs', 'DN Exploration', 'CAT-Ongoing', 'CardLab', 'Lineage_annotated', 'in_connective_z_5565', 'CP1v R', 'RIGHT HEMISPHERE', 'Input to GF1 medial', 'GF1 input neuron', 'PCBR', 'Descending Neuron', 'Unclassified GF input neuron - Descending', 'connectives', 'AMMC_R', 'EPA_R', 'GNG', 'GOR_R', 'ICL_R', 'LAL_R', 'PLP_R', 'PVLP_R', 'SAD', 'WED_R', 'VES_R', 'Unilateral', 'Homolateral', 'Ipsilateral', 'projection neuron', 'Unclassified GF input neuron - type 119']"
GF input neuron 7168590 JSP - unclassified type 48,7168589,20,"['CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'JONeuron', 'CardLab', 'dark cytosol', 'Unclassified GF input neuron - type 48', 'GF input JO neuron Kathi', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7196380 JSP - unclassified type 37,7196379,5,"['RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'GF1 input neuron', 'Input to GF1 anterior', 'dark cytosol', 'JONeuron', 'CardLab', 'CAT-Ongoing', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7232136 JSP - unclassified type 37,7232135,9,"['RIGHT HEMISPHERE', 'CAT-Ongoing', 'GF1 input neuron', 'dark cytosol', 'CardLab', 'Input to GF1 anterior', 'JONeuron', 'Unclassified GF input neuron - type 37', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7237463 JSP - unclassified type 37,7237462,1,"['GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'JONeuron', 'Unclassified GF input neuron - type 37', 'Mechanosensory Interneuron', 'presynaptic to JO', 'postsynaptic to JONeuron', 'AMMC_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7260471 SMA - unclassified type 48,7260470,15,"['CAT-Ongoing', 'dark cytosol', 'GF1 input neuron', 'JONeuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'CardLab', 'Unclassified GF input neuron - type 48', 'GF input JO neuron Kathi', 'AMMC_R', 'GNG', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7307128 SMA - unclassified type 46,7307127,1,"['projection neuron', 'WED_R', 'AVLP_R', 'GNG', 'SAD', 'Heterolateral', 'Bilateral', 'VES_L', 'Ipsilateral', 'AMMC_R', 'SPS_R', 'GF1 input neuron', 'PVLP_L', 'Unclassified GF input neuron - type 46', 'RIGHT HEMISPHERE', 'PVLP_R', 'CardLab', 'EPA_L', 'SPS_L', 'CAT-Ongoing', 'PCBR', 'VES_R', 'Input to GF1 anterior', 'PLP_R', 'Lineage_annotated', 'Hartenstein_Hemilineage: BLVp1_posterior', 'Hartenstein_Lineage: BLVp1', 'ItoLee_Lineage: VLPl&p2', 'ItoLee_Hemilineage: VLPl&p2_posterior', 'GC', 'BLVp1 p', 'secondary_auditory_interneurons', 'Mechanosensory Interneuron']"
GF input neuron 7340273 JSP - unclassified type 37,7340272,13,"['RIGHT HEMISPHERE', 'JONeuron', 'CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'Unclassified GF input neuron - type 37', 'Input to GF1 anterior', 'dark cytosol', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7378888 JSP - unclassified type 60,7378887,2,"['LB 0', 'dense core vesicles', 'GF1 input neuron', 'Input to GF1 anterior', 'Bilateral', 'in_connective_z_5565', 'Mechanosensory Interneuron', 'presynaptic to JO', 'Descending Neuron', 'CardLab', 'GCBR', 'CAT-Ongoing', 'connectives', 'UnknownTracts', 'AMMC:ammc', 'multiTract', 'Unclassified GF input neuron - type 60', 'midLine', 'postsynaptic to JONeuron', 'AMMC_R', 'CAN_L', 'AVLP_R', 'GNG', 'WED_L', 'PVLP_R', 'SAD', 'SPS_L', 'VES_L', 'WED_R', 'Heterolateral', 'projection neuron']"
GF input neuron 7417156 SMA - unclassified type 37,7417155,4,"['GF1 input neuron', 'CAT-Ongoing', 'dark cytosol', 'CardLab', 'RIGHT HEMISPHERE', 'JONeuron', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7426400 JSP - unclassified type 37,7426399,9,"['Hartenstein_Hemilineage: BAla2', 'Hartenstein_Lineage: BAla2', 'ItoLee_Lineage: ALv2', 'ItoLee_Hemilineage: ALv2', 'Lineage_annotated', 'CAT-Ongoing', 'GF1 input neuron', 'CardLab', 'Unclassified GF input neuron - type 37', 'dark cytosol', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'JONeuron', 'BAla2 R', 'presynaptic to JO', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7426864 SMA - unclassified type 37,7426863,3,"['JONeuron', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'presynaptic to JO', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7431695 SMA - unclassified type 37,7431694,25,"['CardLab', 'Input to GF1 anterior', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 37', 'GF1 input neuron', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7431993 SMA - unclassified type 37,7431992,10,"['dark cytosol', 'GF1 input neuron', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'CardLab', 'CAT-Ongoing', 'JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7452174 JSP - unclassified type 37,7452173,6,"['JONeuron', 'RIGHT HEMISPHERE', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Input to GF1 anterior', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7452463 JSP - unclassified type 37,7452462,1,"['CardLab', 'JONeuron', 'CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 37', 'dark cytosol', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7456031 SMA - unclassified type 37,7456030,3,"['Input to GF1 anterior', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7460370 JSP - unclassified type 37,7460369,8,"['CAT-Ongoing', 'Unclassified GF input neuron - type 37', 'CardLab', 'Homolateral', 'dark cytosol', 'Unilateral', 'RIGHT HEMISPHERE', 'JONeuron', 'GF1 input neuron', 'Input to GF1 anterior', 'AMMC_R', 'SAD', 'Kathi JO all', 'projection neuron']"
GF input neuron 7460598 JSP - unclassifed type 37,7460597,4,"['CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'dark cytosol', 'JONeuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7509885 SMA - unclassified type fragment,7509884,1,"['CAT-Ongoing', 'CardLab', 'Neuron Fragment', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'GF1 input neuron', 'Halted Neuron', 'Input to GF1 anterior', 'Unclassified GF input neuron - Fragment']"
GF input neuron 7516944 SMA - unclassified type 37,7516943,9,"['CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'dark cytosol', 'Unclassified GF input neuron - type 37', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'JONeuron', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7517039 SMA -unclassified type 37,7517038,3,"['CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 37', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7517233 JSP - unclassified type 37,7517232,1,"['RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'CardLab', 'CAT-Ongoing', 'Input to GF1 anterior', 'dark cytosol', 'GF1 input neuron', 'JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7528332 SMA - unclassified type 21b,7528331,1,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'ACBR', 'Bilateral', 'CardLab', 'GC', 'Input to GF1 lateral', 'GF1 input neuron', 'presynaptic to DNp04', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - type 21b', 'AVLP_R', 'EPA_L', 'GOR_R', 'IB_R', 'ICL_R', 'IPS_R', 'PLP_L', 'PLP_R', 'PVLP_L', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'WED_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 7542083 JSP - unclassified type 37,7542082,5,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'dark cytosol', 'JONeuron', 'CardLab', 'CAT-Ongoing', 'Unclassified GF input neuron - type 37', 'Input to GF1 anterior', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7571463 JSP - unclassified type 24b,7571462,1,"['BAlv R', 'Hartenstein_Hemilineage: Balv_dorsal', 'ItoLee_Lineage: WEDa1', 'Hartenstein_Lineage: BAlv', 'ItoLee_Hemilineage: WEDa1_dorsal', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Lineage_annotated', 'presynaptic to JO', 'LCBR', 'secondary_auditory_interneurons', 'Unclassified GF input neuron - type 24b', 'type 24', 'AMMC_R', 'IPS_R', 'SAD', 'WED_R', 'projection neuron', 'Ipsilateral', 'Homolateral', 'Unilateral', 'Mechanosensory Interneuron']"
GF input neuron 7590311 JSP - unclassified type 58,7590310,1,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'CardLab', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'ACBR', 'Bilateral', 'CAT-Ongoing', 'Input to GF1 lateral', 'GF2 input neuron', 'Input to GF2 lateral', 'Postsynaptic to LC4', 'GC', 'Visual_Interneuron', 'Unclassified GF input neuron - type 58', 'AMMC_R', 'AVLP_L', 'AVLP_R', 'EPA_L', 'GOR_L', 'GOR_R', 'IB_L', 'ICL_R', 'WED_L', 'PLP_L', 'PLP_R', 'PVLP_L', 'PVLP_R', 'SAD', 'SPS_L', 'SPS_R', 'WED_R', 'projection neuron', 'Ipsilateral', 'Heterolateral']"
GF input neuron 7602743 JSP - unclassified type 37,7602742,6,"['CardLab', 'CAT-Ongoing', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'dark cytosol', 'JONeuron', 'Unclassified GF input neuron - type 37', 'AL_R', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7618674 JSP - unclassified type 37,7618673,1,"['GF1 input neuron', 'RIGHT HEMISPHERE', 'Unclassified GF input neuron - type 37', 'CAT-Ongoing', 'CardLab', 'JONeuron', 'Input to GF1 anterior', 'dark cytosol', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7625027 SMA - unclassified type 44,7625026,4,"['JO-DP#2', 'Paper: Hampel and Eichler et al 2020', 'JO-DP', 'locked', 'JO after GoogleSeg', 'manually traced Kathi', 'JO-CDEF_completed', 'JO-DL', 'for JO paper D', 'JO_paper_all', 'JO-DP_02*', 'JO-DP_2', 'JO_paper_D', 'JO-D', 'RIGHT HEMISPHERE', 'GF1 input neuron', 'JO-C/D/E/F Kathi', 'JONeuron', 'dark cytosol', 'CAT-Ongoing', 'For JO paper figure KE', 'CardLab', 'Input to GF1 anterior', 'Unclassified GF input neuron - type 44', 'JO-AA_AP_BI/BO_DA_1', 'Kathi tracing complete', 'HampelSeedsLab', 'for JO paper all', 'Kathi JO all', 'AMMC_R', 'GNG', 'SAD', 'Homolateral', 'Unilateral', 'projection neuron']"
GF input neuron 7625059 JSP SMA - unclassifed type 37,7625058,23,"['Input to GF1 anterior', 'Unclassified GF input neuron - type 37', 'CAT-Ongoing', 'CardLab', 'JONeuron', 'dark cytosol', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7637925 JSP - unclassified type 37,7637924,5,"['Unclassified GF input neuron - type 37', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'Input to GF1 anterior', 'RIGHT HEMISPHERE', 'JONeuron', 'dark cytosol', 'presynaptic to JO', 'AMMC_R', 'SAD', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7664964 JSP - unclassified type 37,7664963,15,"['Unclassified GF input neuron - type 37', 'JONeuron', 'CardLab', 'GF1 input neuron', 'CAT-Ongoing', 'dark cytosol', 'RIGHT HEMISPHERE', 'Input to GF1 anterior', 'Mechanosensory Interneuron', 'postsynaptic to JONeuron', 'AL_R', 'AMMC_R', 'SAD', 'WED_R', 'Kathi JO all', 'Unilateral', 'Homolateral', 'projection neuron']"
GF input neuron 7739699 JSP - unclassified type 62b,7739698,1,"['DALv1 R', 'Lineage_annotated', 'Hartenstein_Hemilineage: DALv1', 'Hartenstein_Lineage: DALv1', 'ItoLee_Lineage: VLPa2', 'ItoLee_Hemilineage: VLPa2', 'CAT-Ongoing', 'CardLab', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'ACBR', 'Input to GF1 lateral', 'Bilateral', 'Connected to pMP8', 'GC', 'N2 Sampler Widget Partners', 'Connected to pMN2', 'neuron 8171477 NF', 'Non-Visual_Interneuron', 'Unclassified GF input neuron - type 62b', 'pMN2 Input', 'AVLP_L', 'AVLP_R', 'EPA_L', 'EPA_R', 'GOR_L', 'GOR_R', 'ICL_L', 'ICL_R', 'LAL_R', 'PLP_L', 'PLP_R', 'PVLP_L', 'PVLP_R', 'SPS_L', 'SPS_R', 'Ipsilateral', 'Heterolateral', 'projection neuron']"
GF input neuron 7740735 SMA - unclassified type 55,7740734,1,"['LB 6 R', 'GF1 input neuron', 'RIGHT HEMISPHERE', 'CardLab', 'Input to GF1 medial', 'CAT-Ongoing', 'Bilateral', 'GCBR', 'UnknownTracts', 'Unclassified GF input neuron - type 55', 'Non-Visual_Interneuron', 'IB_L', 'GNG', 'GOR_R', 'IB_R', 'SAD', 'VES_L', 'SPS_R', 'SPS_L', 'AMMC_L', 'Ipsilateral', 'projection neuron', 'Heterolateral']"
GF input neuron 7741107 SMA - unclassified type ocelli,7741106,1,"['DM1 A CX L', 'GF1 input neuron', 'CardLab', 'CAT-Ongoing', 'Input to GF1 medial', 'Bilateral', 'MCBR', 'UnknownTracts', 'Ocelli', 'Unclassified GF input neuron - ocelli', 'midLine', 'DN106 input neuron', 'AVLP_L', 'EPA_R', 'GOR_R', 'IB_R', 'ICL_R', 'IPS_L', 'PB', 'PVLP_R', 'WED_L', 'VES_R', 'SPS_R', 'SPS_L', 'projection neuron', 'Heterolateral', 'Other Visual', 'VisualVideo']"
GF input neuron 7746806 SMA - unclassified type 49,7746805,1,"['v14-seg: 238423956', 'AVLP_R', 'Merged: Neuron 15919862', 'Merged: Neuron 15919847', 'lACBR', 'ICL_R', 'RIGHT HEMISPHERE', 'Ipsilateral', 'ItoLee_Lineage: VLPl2', 'Hartenstein_Hemilineage: BLAv2_ventral', 'CardLab', 'v14-fafb-ffn1-20190521 upload jefferis_lab ASB', 'v14-seg upload WTCam', 'v14-seg upload jefferis_lab ASB', 'BLAv2 med', 'v14seg-Li-190411.0 upload jefferis_lab ASB', 'Non-Visual_Interneuron', 'ForBilly', 'FB', 'putative sPLPC', 'Hartenstein_Lineage: BLAv2', 'Unclassified GF input neuron - type 49', 'GF1 input neuron', 'SMP_L', 'ACBR', 'PVLP_R', 'ItoLee_Hemilineage: VLPl2_ventral', 'Lineage_annotated', 'v14-seg upload', 'neuron upload', 'v14', 'Bilateral', 'CAT-Ongoing', 'projection neuron', 'GOR_R', 'ICL_L', 'Heterolateral', 'ASB upseg', 'Input to GF1 medial']"
